game_title,release_year,genre,publisher,platform,na_sales,eu_sales,jp_sales,other_sales,global_sales
game_0061,2003,Sports,Capcom,PC,0.31311,0.23856000000000002,0.08946,0.10437000000000002,0.7455
game_0062,2013,Adventure,Ubisoft,PC,0.25872,0.19712,0.07392,0.08624000000000001,0.616
game_0063,2009,Adventure,Square Enix,PC,0.19341,0.14736000000000002,0.055260000000000004,0.06447000000000001,0.4605
game_0064,2022,Strategy,Indie Studio,PC,0.15582,0.11872,0.04452,0.05194000000000001,0.371
game_0065,2014,Strategy,Indie Studio,PC,0.04641,0.03536,0.01326,0.015470000000000001,0.1105
game_0066,2002,Simulation,Bandai Namco,PC,0.014490000000000001,0.011040000000000001,0.0041400000000000005,0.004830000000000001,0.0345
game_0067,2014,Action,Activision,PC,0.25305,0.19280000000000003,0.0723,0.08435000000000001,0.6025
game_0068,2009,Strategy,Sega,PC,0.07518,0.05728,0.02148,0.025060000000000002,0.179
game_0069,2014,Racing,Electronic Arts,PC,0.10878,0.08288000000000001,0.03108,0.03626000000000001,0.259
game_0070,2021,Action,Activision,PC,0.22490999999999997,0.17135999999999998,0.06426,0.07497000000000001,0.5355
game_0071,2006,Simulation,Capcom,PC,0.20012999999999997,0.15248,0.057179999999999995,0.06671,0.4765
game_0072,2018,Simulation,Sega,PC,0.24359999999999998,0.1856,0.0696,0.08120000000000001,0.58
game_0073,2000,Racing,Indie Studio,PC,0.28098,0.21408000000000002,0.08028,0.09366000000000002,0.669
game_0074,2001,Shooter,Bandai Namco,PC,0.126,0.096,0.036,0.042,0.3
game_0075,2001,Action,Activision,PC,0.30407999999999996,0.23168,0.08688,0.10136,0.724
game_0076,2000,Shooter,Electronic Arts,PC,0.22490999999999997,0.17135999999999998,0.06426,0.07497000000000001,0.5355
game_0077,2005,Action,Capcom,PC,0.26208,0.19968,0.07488,0.08736000000000001,0.624
game_0078,2001,Action,Bandai Namco,PC,0.17429999999999998,0.1328,0.0498,0.058100000000000006,0.415
game_0079,2011,Simulation,Sega,PC,0.09744,0.07424,0.02784,0.03248,0.232
game_0080,2025,RPG,Electronic Arts,PC,0.038849999999999996,0.0296,0.011099999999999999,0.012950000000000001,0.0925
game_0081,2011,Simulation,Electronic Arts,PC,0.24465,0.1864,0.0699,0.08155000000000001,0.5825
game_0082,2005,RPG,Square Enix,PC,0.19425,0.14800000000000002,0.0555,0.06475000000000002,0.4625
game_0083,2018,Strategy,Bandai Namco,PC,0.28539,0.21744,0.08154,0.09513,0.6795
game_0084,2016,Adventure,Sega,PC,0.21230999999999997,0.16176,0.06065999999999999,0.07077,0.5055
game_0085,2005,Sports,Capcom,PC,0.12705,0.0968,0.0363,0.042350000000000006,0.3025
game_0086,2023,Strategy,Indie Studio,PC,0.18963,0.14448,0.05418,0.06321,0.4515
game_0087,2002,Racing,Sega,PC,0.20811,0.15856,0.05946,0.06937,0.4955
game_0088,2020,Sports,Ubisoft,PC,0.25095,0.1912,0.0717,0.08365000000000002,0.5975
game_0089,2015,RPG,Sega,PC,0.26397,0.20112,0.07541999999999999,0.08799,0.6285
game_0090,2006,RPG,Ubisoft,PC,0.17576999999999998,0.13392,0.050219999999999994,0.05859,0.4185
game_0091,2010,Strategy,Activision,PC,0.18689999999999998,0.1424,0.053399999999999996,0.06230000000000001,0.445
game_0092,2006,Racing,Activision,PC,0.05754,0.043840000000000004,0.01644,0.019180000000000003,0.137
game_0093,2010,RPG,Activision,PC,0.15309,0.11664,0.043739999999999994,0.051030000000000006,0.3645
game_0094,2005,Action,Ubisoft,PC,0.11508,0.08768000000000001,0.03288,0.038360000000000005,0.274
game_0095,2013,Adventure,Activision,PC,0.07601999999999999,0.05792,0.02172,0.02534,0.181
game_0096,2006,Shooter,Bandai Namco,PC,0.2541,0.1936,0.0726,0.08470000000000001,0.605
game_0097,2024,Racing,Ubisoft,PC,0.20138999999999999,0.15344,0.057539999999999994,0.06713000000000001,0.4795
game_0098,2025,RPG,Bandai Namco,PC,0.1932,0.1472,0.0552,0.06440000000000001,0.46
game_0099,2024,Racing,Sega,PC,0.11529,0.08784000000000002,0.032940000000000004,0.038430000000000006,0.2745
game_0100,2019,Racing,Indie Studio,PC,0.12642,0.09632,0.03612,0.042140000000000004,0.301
game_0101,2017,Action,Activision,PC,0.25704,0.19584000000000001,0.07343999999999999,0.08568,0.612
game_0102,2001,Shooter,Ubisoft,PC,0.07223999999999998,0.05504,0.02064,0.02408,0.172
game_0103,2020,Sports,Sega,PC,0.14931,0.11376,0.042659999999999997,0.04977,0.3555
game_0104,2000,Action,Activision,PC,0.11319,0.08624000000000001,0.03234,0.03773000000000001,0.2695
game_0105,2009,RPG,Ubisoft,PC,0.21146999999999996,0.16111999999999999,0.060419999999999995,0.07049,0.5035
game_0106,2007,Strategy,Ubisoft,PC,0.24611999999999998,0.18752,0.07032,0.08204,0.586
game_0107,2016,Sports,Indie Studio,PC,0.14049,0.10704000000000001,0.04014,0.04683000000000001,0.3345
game_0108,2002,Racing,Capcom,PC,0.14091,0.10736000000000001,0.040260000000000004,0.046970000000000005,0.3355
game_0109,2025,Sports,Ubisoft,PC,0.17598,0.13408,0.05028,0.058660000000000004,0.419
game_0110,2017,Shooter,Ubisoft,PC,0.32676,0.24896000000000001,0.09336,0.10892000000000002,0.778
game_0111,2024,Strategy,Ubisoft,PC,0.08904,0.06784,0.025439999999999997,0.02968,0.212
game_0112,2009,RPG,Sega,PC,0.13629,0.10384,0.03894,0.045430000000000005,0.3245
game_0113,2006,Sports,Electronic Arts,PC,0.11487,0.08752000000000001,0.03282,0.038290000000000005,0.2735
game_0114,2019,Strategy,Bandai Namco,PC,0.20915999999999998,0.15936,0.05976,0.06972,0.498
game_0115,2018,Strategy,Indie Studio,PC,0.22974,0.17504000000000003,0.06564,0.07658000000000001,0.547
game_0116,2003,Sports,Capcom,PC,0.12747,0.09712,0.03642,0.04249,0.3035
game_0117,2019,RPG,Sega,PC,0.13208999999999999,0.10064000000000001,0.037739999999999996,0.04403000000000001,0.3145
game_0118,2007,Sports,Sega,PC,0.20559,0.15664,0.058739999999999994,0.06853000000000001,0.4895
game_0119,2003,Action,Ubisoft,PC,0.00588,0.0044800000000000005,0.00168,0.0019600000000000004,0.014
game_0120,2007,RPG,Capcom,PC,0.27026999999999995,0.20592,0.07722,0.09009,0.6435
game_0121,2024,Action,Ubisoft,PC,0.10436999999999999,0.07952000000000001,0.02982,0.03479,0.2485
game_0122,2019,Adventure,Capcom,PC,0.10436999999999999,0.07952000000000001,0.02982,0.03479,0.2485
game_0123,2023,Action,Indie Studio,PC,0.15414,0.11744,0.044039999999999996,0.05138,0.367
game_0124,2022,Simulation,Indie Studio,PC,0.18858,0.14368,0.05388,0.06286000000000001,0.449
game_0125,2023,RPG,Capcom,PC,0.14972999999999997,0.11408,0.04278,0.04991,0.3565
game_0126,2000,RPG,Electronic Arts,PC,0.24359999999999998,0.1856,0.0696,0.08120000000000001,0.58
game_0127,2011,Simulation,Sega,PC,0.18291,0.13936,0.05226,0.06097,0.4355
game_0128,2001,RPG,Square Enix,PC,0.15098999999999999,0.11504,0.04314,0.05033,0.3595
game_0129,2006,Racing,Electronic Arts,PC,0.2709,0.2064,0.0774,0.0903,0.645
game_0130,2013,Shooter,Electronic Arts,PC,0.12326999999999999,0.09392,0.035219999999999994,0.04109,0.2935
game_0131,2012,Adventure,Bandai Namco,PC,0.12095999999999998,0.09215999999999999,0.034559999999999994,0.04032,0.288
game_0132,2003,Simulation,Sega,PC,0.21924,0.16704000000000002,0.06264,0.07308,0.522
game_0133,2019,Shooter,Ubisoft,PC,0.20748,0.15808,0.05928,0.06916,0.494
game_0134,2007,Strategy,Sega,PC,0.25725000000000003,0.196,0.0735,0.08575000000000002,0.6125
game_0135,2010,Strategy,Sega,PC,0.13377,0.10192000000000001,0.03822,0.044590000000000005,0.3185
game_0136,2013,Action,Electronic Arts,PC,0.12642,0.09632,0.03612,0.042140000000000004,0.301
game_0137,2008,Racing,Ubisoft,PC,0.13398,0.10208,0.03828,0.044660000000000005,0.319
game_0138,2008,Sports,Capcom,PC,0.25431,0.19376000000000002,0.07266,0.08477000000000001,0.6055
game_0139,2014,Shooter,Indie Studio,PC,0.06110999999999999,0.04656,0.01746,0.02037,0.1455
game_0140,2000,RPG,Indie Studio,PC,0.18564,0.14144,0.05304,0.061880000000000004,0.442
game_0141,2012,Adventure,Activision,PC,0.19446,0.14816000000000001,0.05556,0.06482,0.463
game_0142,2007,Adventure,Bandai Namco,PC,0.07203,0.054880000000000005,0.02058,0.024010000000000004,0.1715
game_0143,2007,Action,Activision,PC,0.16506,0.12576,0.04716,0.055020000000000006,0.393
game_0144,2013,Adventure,Indie Studio,PC,0.02793,0.02128,0.007980000000000001,0.00931,0.0665
game_0145,2021,Adventure,Square Enix,PC,0.11298,0.08608,0.03228,0.037660000000000006,0.269
game_0146,2002,Sports,Bandai Namco,PC,0.10038,0.07647999999999999,0.028679999999999997,0.033460000000000004,0.239
game_0147,2005,Simulation,Ubisoft,PC,0.18732,0.14272,0.05352,0.06244000000000001,0.446
game_0148,2019,Strategy,Indie Studio,PC,0.24653999999999998,0.18784,0.07043999999999999,0.08218,0.587
game_0149,2020,RPG,Square Enix,PC,0.20348999999999998,0.15504,0.05814,0.06783,0.4845
game_0150,2025,Racing,Capcom,PC,0.27888,0.21248,0.07968,0.09296000000000001,0.664
game_0151,2018,Sports,Capcom,PC,0.14595,0.1112,0.041699999999999994,0.04865,0.3475
game_0152,2013,RPG,Electronic Arts,PC,0.20622,0.15712,0.05892,0.06874000000000001,0.491
game_0153,2025,Adventure,Capcom,PC,0.05963999999999999,0.045439999999999994,0.017039999999999996,0.019880000000000002,0.142
game_0154,2010,Sports,Activision,PC,0.20285999999999998,0.15456,0.05796,0.06762,0.483
game_0155,2017,Simulation,Activision,PC,0.14994,0.11424,0.042839999999999996,0.049980000000000004,0.357
game_0156,2001,Adventure,Indie Studio,PC,0.20285999999999998,0.15456,0.05796,0.06762,0.483
game_0157,2009,Strategy,Capcom,PC,0.20937,0.15952,0.05982,0.06979,0.4985
game_0158,2004,Strategy,Sega,PC,0.11718,0.08928000000000001,0.03348,0.039060000000000004,0.279
game_0159,2005,Shooter,Square Enix,PC,0.05334,0.04064,0.01524,0.01778,0.127
game_0160,2018,Action,Capcom,PC,0.19026,0.14496,0.05436,0.06342,0.453
game_0161,2004,Shooter,Electronic Arts,PC,0.13083,0.09968,0.03738,0.04361,0.3115
game_0162,2001,Shooter,Square Enix,PC,0.12894,0.09824,0.03684,0.042980000000000004,0.307
game_0163,2012,Adventure,Indie Studio,PC,0.16065,0.12240000000000001,0.045899999999999996,0.05355000000000001,0.3825
game_0164,2010,Racing,Indie Studio,PC,0.18144,0.13824,0.05184,0.060480000000000006,0.432
game_0165,2004,Adventure,Electronic Arts,PC,0.29253,0.22288,0.08358,0.09751000000000001,0.6965
game_0166,2023,Simulation,Activision,PC,0.19572,0.14912,0.055920000000000004,0.06524,0.466
game_0167,2008,Adventure,Ubisoft,PC,0.0945,0.07200000000000001,0.027,0.03150000000000001,0.225
game_0168,2024,Shooter,Capcom,PC,0.12410999999999998,0.09455999999999999,0.03546,0.041370000000000004,0.2955
game_0169,2013,Action,Bandai Namco,PC,0.09681000000000001,0.07376,0.02766,0.03227000000000001,0.2305
game_0170,2012,Sports,Ubisoft,PC,0.05187,0.03952,0.01482,0.01729,0.1235
game_0171,2013,Adventure,Ubisoft,PC,0.036539999999999996,0.02784,0.01044,0.01218,0.087
game_0172,2002,Racing,Capcom,PC,0.09681000000000001,0.07376,0.02766,0.03227000000000001,0.2305
game_0173,2003,Racing,Electronic Arts,PC,0.23687999999999998,0.18047999999999997,0.06767999999999999,0.07896,0.564
game_0174,2024,Simulation,Sega,PC,0.09911999999999999,0.07552,0.028319999999999998,0.03304,0.236
game_0175,2015,Sports,Ubisoft,PC,0.20390999999999998,0.15536,0.05826,0.06797,0.4855
game_0176,2003,Simulation,Bandai Namco,PC,0.19845,0.1512,0.056699999999999993,0.06615,0.4725
game_0177,2025,Action,Sega,PC,0.10247999999999999,0.07808,0.029279999999999997,0.03416,0.244
game_0178,2015,Sports,Activision,PC,0.14742,0.11231999999999999,0.04212,0.04914,0.351
game_0179,2018,Adventure,Square Enix,PC,0.02331,0.01776,0.00666,0.007770000000000001,0.0555
game_0180,2022,RPG,Activision,PC,0.26397,0.20112,0.07541999999999999,0.08799,0.6285
game_0181,2010,Shooter,Activision,PC,0.23667,0.18032,0.06762,0.07889,0.5635
game_0182,2020,Racing,Sega,PC,0.2184,0.16640000000000002,0.0624,0.0728,0.52
game_0183,2008,Racing,Capcom,PC,0.16296,0.12416,0.04656,0.05432000000000001,0.388
game_0184,2012,Sports,Square Enix,PC,0.13545,0.1032,0.0387,0.04515,0.3225
game_0185,2000,Shooter,Ubisoft,PC,0.14133,0.10768000000000001,0.04038,0.047110000000000006,0.3365
game_0186,2003,Racing,Electronic Arts,PC,0.31479,0.23984000000000003,0.08994,0.10493000000000002,0.7495
game_0187,2020,Action,Electronic Arts,PC,0.1827,0.1392,0.052199999999999996,0.0609,0.435
game_0188,2003,Strategy,Square Enix,PC,0.24423,0.18608,0.06978,0.08141000000000001,0.5815
game_0189,2011,Simulation,Square Enix,PC,0.14007,0.10672000000000001,0.04002,0.04669000000000001,0.3335
game_0190,2016,RPG,Bandai Namco,PC,0.24443999999999996,0.18624,0.06984,0.08148,0.582
game_0191,2017,Strategy,Electronic Arts,PC,0.03423,0.026080000000000002,0.00978,0.011410000000000002,0.0815
game_0192,2007,Simulation,Indie Studio,PC,0.15203999999999998,0.11584,0.04344,0.05068,0.362
game_0193,2024,Adventure,Electronic Arts,PC,0.21104999999999996,0.1608,0.06029999999999999,0.07035,0.5025
game_0194,2015,Shooter,Indie Studio,PC,0.17135999999999998,0.13055999999999998,0.04896,0.057120000000000004,0.408
game_0195,2022,Sports,Sega,PC,0.1701,0.12960000000000002,0.048600000000000004,0.05670000000000001,0.405
game_0196,2002,Shooter,Activision,PC,0.25977,0.19792,0.07422000000000001,0.08659000000000001,0.6185
game_0197,2017,Strategy,Capcom,PC,0.17534999999999998,0.1336,0.0501,0.05845,0.4175
game_0198,2008,Adventure,Activision,PC,0.14636999999999997,0.11152,0.041819999999999996,0.04879,0.3485
game_0199,2018,Simulation,Indie Studio,PC,0.15435,0.1176,0.0441,0.05145,0.3675
game_0200,2013,Racing,Square Enix,PC,0.27006,0.20576,0.07715999999999999,0.09002000000000002,0.643
game_0201,2007,Sports,Electronic Arts,PC,0.10604999999999999,0.0808,0.0303,0.035350000000000006,0.2525
game_0202,2004,Shooter,Electronic Arts,PC,0.24905999999999998,0.18975999999999998,0.07115999999999999,0.08302000000000001,0.593
game_0203,2005,Action,Electronic Arts,PC,0.09008999999999999,0.06864,0.02574,0.03003,0.2145
game_0204,2022,Racing,Bandai Namco,PC,0.18606,0.14176,0.05316,0.062020000000000006,0.443
game_0205,2010,Shooter,Indie Studio,PC,0.17514,0.13344,0.050039999999999994,0.05838,0.417
game_0206,2006,Sports,Square Enix,PC,0.29735999999999996,0.22655999999999998,0.08496,0.09912,0.708
game_0207,2019,Racing,Bandai Namco,PC,0.17073,0.13008,0.04878,0.05691,0.4065
game_0208,2020,RPG,Indie Studio,PC,0.16821,0.12816,0.04806,0.05607000000000001,0.4005
game_0209,2015,Strategy,Sega,PC,0.30407999999999996,0.23168,0.08688,0.10136,0.724
game_0210,2018,Action,Ubisoft,PC,0.09051,0.06896000000000001,0.025859999999999998,0.030170000000000002,0.2155
game_0211,2000,Strategy,Ubisoft,PC,0.15834,0.12064,0.045239999999999995,0.05278000000000001,0.377
game_0212,2024,Strategy,Capcom,PC,0.11739000000000001,0.08944,0.03354,0.039130000000000005,0.2795
game_0213,2012,Shooter,Sega,PC,0.03696,0.028159999999999998,0.010559999999999998,0.012320000000000001,0.088
game_0214,2006,Racing,Sega,PC,0.12578999999999999,0.09584,0.03594,0.04193,0.2995
game_0215,2003,Strategy,Capcom,PC,0.20559,0.15664,0.058739999999999994,0.06853000000000001,0.4895
game_0216,2000,Adventure,Ubisoft,PC,0.16086,0.12256,0.04596,0.05362000000000001,0.383
game_0217,2019,Sports,Bandai Namco,PC,0.19929,0.15184,0.05694,0.06643,0.4745
game_0218,2011,Simulation,Sega,PC,0.06657,0.05072,0.01902,0.02219,0.1585
game_0219,2004,RPG,Ubisoft,PC,0.26691,0.20335999999999999,0.07626,0.08897000000000001,0.6355
game_0220,2008,Sports,Ubisoft,PC,0.20684999999999998,0.1576,0.0591,0.06895000000000001,0.4925
game_0221,2004,Strategy,Capcom,PC,0.10899,0.08304,0.03114,0.03633,0.2595
game_0222,2001,Racing,Activision,PC,0.22280999999999998,0.16976,0.06366,0.07427,0.5305
game_0223,2009,RPG,Indie Studio,PC,0.11445000000000001,0.08720000000000001,0.0327,0.03815,0.2725
game_0224,2000,Adventure,Ubisoft,PC,0.11193,0.08528000000000001,0.03198,0.03731,0.2665
game_0225,2020,Adventure,Sega,PC,0.27909,0.21264,0.07973999999999999,0.09303,0.6645
game_0226,2012,Adventure,Indie Studio,PC,0.09996,0.07615999999999999,0.02856,0.03332,0.238
game_0227,2020,Simulation,Capcom,PC,0.0756,0.0576,0.021599999999999998,0.0252,0.18
game_0228,2017,Strategy,Sega,PC,0.09176999999999999,0.06992,0.02622,0.030590000000000003,0.2185
game_0229,2013,Adventure,Capcom,PC,0.23813999999999996,0.18144,0.06803999999999999,0.07938,0.567
game_0230,2007,Sports,Bandai Namco,PC,0.25641,0.19536,0.07326,0.08547000000000002,0.6105
game_0231,2013,Strategy,Electronic Arts,PC,0.13293,0.10128000000000001,0.03798,0.04431,0.3165
game_0232,2015,Strategy,Square Enix,PC,0.10038,0.07647999999999999,0.028679999999999997,0.033460000000000004,0.239
game_0233,2003,RPG,Electronic Arts,PC,0.08840999999999999,0.06736,0.025259999999999998,0.029470000000000003,0.2105
game_0234,2023,Adventure,Electronic Arts,PC,0.22638,0.17248000000000002,0.06468,0.07546000000000001,0.539
game_0235,2021,Action,Bandai Namco,PC,0.17618999999999999,0.13424,0.050339999999999996,0.058730000000000004,0.4195
game_0236,2012,Action,Sega,PC,0.06846,0.052160000000000005,0.01956,0.022820000000000003,0.163
game_0237,2025,Sports,Square Enix,PC,0.06026999999999999,0.045919999999999996,0.01722,0.02009,0.1435
game_0238,2021,Shooter,Capcom,PC,0.23288999999999999,0.17744000000000001,0.06654,0.07763,0.5545
game_0239,2025,Shooter,Indie Studio,PC,0.19907999999999998,0.15168,0.05687999999999999,0.06636,0.474
game_0240,2013,Shooter,Activision,PC,0.21756,0.16576000000000002,0.06216,0.072520000000000015,0.518
game_0241,2020,Racing,Ubisoft,PC,0.09219,0.07024,0.02634,0.030730000000000004,0.2195
game_0242,2018,Racing,Capcom,PC,0.16863,0.12848,0.04818,0.05621000000000001,0.4015
game_0243,2016,Simulation,Activision,PC,0.21462,0.16352,0.06132,0.07154,0.511
game_0244,2025,Racing,Square Enix,PC,0.07707,0.05872,0.022019999999999998,0.02569,0.1835
game_0245,2001,Action,Ubisoft,PC,0.20328,0.15488,0.05807999999999999,0.06776,0.484
game_0246,2023,RPG,Bandai Namco,PC,0.20475,0.156,0.058499999999999996,0.06825,0.4875
game_0247,2022,Racing,Indie Studio,PC,0.24023999999999998,0.18303999999999998,0.06863999999999999,0.08008,0.572
game_0248,2022,Strategy,Indie Studio,PC,0.18921,0.14416,0.05406,0.06307,0.4505
game_0249,2024,Racing,Indie Studio,PC,0.15267,0.11631999999999999,0.04362,0.050890000000000005,0.3635
game_0250,2004,Sports,Ubisoft,PC,0.20706,0.15776,0.05916,0.06902000000000001,0.493
game_0251,2008,Sports,Bandai Namco,PC,0.11193,0.08528000000000001,0.03198,0.03731,0.2665
game_0252,2004,Sports,Electronic Arts,PC,0.25661999999999996,0.19552,0.07332,0.08554,0.611
game_0253,2025,Adventure,Ubisoft,PC,0.19026,0.14496,0.05436,0.06342,0.453
game_0254,2000,Strategy,Square Enix,PC,0.16695000000000002,0.1272,0.0477,0.055650000000000005,0.3975
game_0255,2011,Action,Electronic Arts,PC,0.12494999999999999,0.09519999999999999,0.035699999999999996,0.04165,0.2975
game_0256,2017,Strategy,Ubisoft,PC,0.25788,0.19648,0.07368,0.08596000000000001,0.614
game_0257,2024,Shooter,Activision,PC,0.2184,0.16640000000000002,0.0624,0.0728,0.52
game_0258,2011,Shooter,Activision,PC,0.11445000000000001,0.08720000000000001,0.0327,0.03815,0.2725
game_0259,2020,RPG,Ubisoft,PC,0.12957,0.09872,0.03702,0.043190000000000006,0.3085
game_0260,2018,Racing,Electronic Arts,PC,0.29169,0.22224,0.08334,0.09723000000000001,0.6945
game_0261,2000,Racing,Indie Studio,PC,0.30701999999999996,0.23392,0.08771999999999999,0.10234000000000001,0.731
game_0262,2004,Strategy,Bandai Namco,PC,0.20748,0.15808,0.05928,0.06916,0.494
game_0263,2002,RPG,Square Enix,PC,0.05817,0.044320000000000005,0.01662,0.019390000000000004,0.1385
game_0264,2003,Simulation,Electronic Arts,PC,0.17912999999999998,0.13648,0.051179999999999996,0.059710000000000006,0.4265
game_0265,2009,Strategy,Activision,PC,0.10815,0.0824,0.0309,0.036050000000000006,0.2575
game_0266,2002,Shooter,Ubisoft,PC,0.26648999999999995,0.20304,0.07613999999999999,0.08883,0.6345
game_0267,2019,Adventure,Electronic Arts,PC,0.12452999999999999,0.09487999999999999,0.035579999999999994,0.041510000000000005,0.2965
